Products,Exporter name,Quantity (Lakhs),Location,State,Latitude,Longitude,Gmap link,Distance(in km),,
FISH OIL,UNITED MARINE PRODUCTS,20.12823,Ulloor Industrial Area,Karnataka,12.83830197,74.8321584,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/12.838301967284998,+74.8321584034103/@11.3997493,74.2401846,8z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d74.8321584!2d12.838302!3e0?entry=ttu",493,,
TEA,UNITED NILGIRIS TEA ESTATE CO. LTD.,17.11008,Coimbatore,Tamil Nadu,10.99959885,76.98216898,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.99970277484337,+76.98238071652209/@10.4652131,75.9538499,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9823807!2d10.9997028!3e0?entry=ttu",191,,
PLYWOOD,UNITED PLYWOODS LTD.,1.05,Chalakudy,Kerala,10.31146919,76.33721269,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.311469191566363,+76.33721268944632/@10.1203804,76.1445723,11z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3372127!2d10.3114692!3e0?entry=ttu",63.2,,
PLYWOOD,UNITUM INTERNATIONAL EXPORTERS,2.20411,Thrikkariyoor,Kerala,10.07176576,76.61067485,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.071765760568908,+76.61067484978578/@10.0026933,76.3600269,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.6106748!2d10.0717658!3e0?entry=ttu",51.9,,
SPICES,UNIVERSAL OLEORESINS,1.55537,Kochi,Kerala,9.952245746,76.2507961,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.95224574600531,+76.25079609955162/@10.0026933,76.3600269,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2507961!2d9.9522457!3e0?entry=ttu",5.7,,
COTTON GOODS,URBASY APPARELS,1.75087,Tiruppur,Tamil Nadu,11.12538188,77.32571682,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.125381877049175,+77.325716815356/@10.642756,76.6587231,9.34z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3257168!2d11.1253819!3e0?entry=ttu",239,,
PLYWOOD,USMANIYA WOOD PODUCTS,2.3597,Perumbavoor,Kerala,10.09085879,76.49061833,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.090858788621235,+76.49061832520546/@10.0224103,76.3409246,11.69z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.4906183!2d10.0908588!3e0?entry=ttu",42.9,,
MOSQUITO NETS,V K A POLYMERS,2.08464,Karur,Tamil Nadu,10.95185453,78.06413194,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.951854534514817,+78.06413194117218/@10.9372626,78.0469597,14.03z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d78.0641319!2d10.9518545!3e0?entry=ttu",312,,
VALVES,V TROK CONTROLS,1.2174,Coimbatore,Tamil Nadu,10.92354903,77.00325273,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.923715775580641,+77.00334977180611/@10.9199442,76.9924216,14.24z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0033498!2d10.9237158!3e0?entry=ttu",186,,
TURMERIC,V.K.L.SEASONING P.LTD.,39.96707,"Maradu,Ernakulam",Kerala,9.939213961,76.32527561,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.939213961478458,+76.32527561290073/@9.9400127,76.2901705,13.98z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3252756!2d9.939214!3e0?entry=ttu",8.6,,
P.P.WOVEN BAGS,V.M.POLYTEX LTD.,5.39038,Kanjikode,Kerala,10.78868783,76.73851465,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.788664314222238,+76.73846277693558/@10.3798326,76.7605145,9.71z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.7384628!2d10.7886643!3e0?entry=ttu",151,,
COIR FIBER,V.S.EXPORTS,2.549,Coimbatore,Tamil Nadu,10.98167686,77.05354211,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.981671577629337,+77.05354518647867/@10.6827398,76.3543086,9.1z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0535452!2d10.9816716!3e0?entry=ttu",193,,
CARDAMOM,VADAKKEDATH INDUSTRIES P.LTD.,4.6185,Erattupetta,Kerala,9.68550594,76.7833167,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.685527091586584,+76.78338911718045/@9.6096867,76.7245084,10.15z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.7833891!2d9.6855271!3e0?entry=ttu",77.7,,
FOOD STUFFS,VAF EXPORTS,4.38935,Mamsapuram,Tamil Nadu,9.4971872,77.5890052,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.497208363378382,+77.58895692022492/@9.6567749,76.3982723,9.62z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.5889569!2d9.4972084!3e0?entry=ttu",269,,
RICE,VAIGHAI AGRO PRODUCTS LTD.,2.2994,Valiyapatti,Tamil Nadu,11.13260141,78.23090623,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.132558068518138,+78.2309835366111/@10.3519088,77.0959042,9z/data=!4m14!4m13!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m5!1m1!1s0x0:0x66f34437143b8ee3!2m2!1d78.2309835!2d11.1325581!3e0?entry=ttu",342,,
RUBBER MOULDES GOODS,VAJRA RUBBER PRODUCTS LTD.,4.16808,Konathukunnu,Kerala,10.28900841,76.2122963,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.289008413330604,+76.21229630299997/@10.1095995,76.0940898,11z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.2122963!2d10.2890084!3e0?entry=ttu",55.4,,
FOOD STUFFS,VALIANT EXIM,1.3446,Madurai,Tamil Nadu,9.948166175,78.08564993,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.948166174792336,+78.08564993311832/@8.4607173,76.9929169,7.18z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d78.0856499!2d9.9481662!3e0?entry=ttu",281,,
RICE,VALOOKKARAN MODERN RICE MILL,2.8527,Kalady,Kerala,10.19280855,76.43135667,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.192866800504648,+76.43155111226716/@10.0610997,76.206772,11z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.4315511!2d10.1928668!3e0?entry=ttu",47.5,,
COTTON GOODS,VALUE FASHION,3.31759,"Velampalayam,",Tamil Nadu,11.13683442,77.31199787,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.136834423688477,+77.3119978711445/@10.5561497,76.1246511,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3119979!2d11.1368344!3e0?entry=ttu",237,,
COCONUTS,VANJI AMMAN TEXTILES,2.289,Myvadi,Tamil Nadu,10.60370585,77.29811678,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.603705852737749,+77.2981167849367/@10.3510872,76.4478695,10z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.2981168!2d10.6037059!3e0?entry=ttu",220,,
RICE,VARISH TRADERS,9.098,Kozhikode,Kerala,11.2490096,75.77658288,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.249009598312984,+75.7765828798721/@10.5893857,75.4208362,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d75.7765829!2d11.2490096!3e0?entry=ttu",182,,
COTTON GOODS,VARSHINI EXPORTS,2.19136,Tiruppur,Tamil Nadu,11.05102472,77.3227812,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.051021178832187,+77.32277832059482/@10.9307927,77.0728977,11.08z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3227783!2d11.0510212!3e0?entry=ttu",229,,
RUBBER MATS,VASUNDHARALAYAM COIR WORKS,7.3565,Muhamma,Kerala,9.604126455,76.34883215,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.604147612332955,+76.3487302240092/@9.7699769,76.0964511,10.74z/data=!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3487302!2d9.6041476!3e0?entry=ttu",44,,
GREEN COFFEE,VEDYAA NATURALS,7.00225,Bengaluru ,Karnataka,12.89628745,77.58190519,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/12.896287452798152,+77.58190519202947/@11.4215853,75.9198373,8z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.5819052!2d12.8962875!3e0?entry=ttu",548,,
COTTON YARN,VEEJAY LAKSHMI MILLS P.LTD.,2.17051,Coimbatore,Tamil Nadu,11.11415007,76.94538398,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.104588843843963,+76.95583448407999/@10.5354941,75.9497481,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9558345!2d11.1045888!3e0?entry=ttu",202,,
FROZEN SQUID,VERONICA MARINE EXPORTS P.LTD.,29.58967,"Neendakara,kollam",Kerala,8.957900293,76.53435302,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/8.957900292923458,+76.5343530153358/@9.4566646,76.0820282,10z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.534353!2d8.9579003!3e0?entry=ttu",126,,
PLYWOOD,VICTORY WOOD INDUSTRIES,1.677,Mudickal,Kerala,10.11775088,76.45284932,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.117271772036041,+76.45279306874066/@10.0229325,76.2834196,12z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.4527931!2d10.1172718!3e0?entry=ttu",39.5,,
PEPPER,VIDYA HERBS P.LTD.,35.53697,Bangalore ,Karnataka,12.91274756,77.58565669,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/12.912815531387519,+77.58569155523924/@11.4223447,75.9198373,8z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.5856916!2d12.9128155!3e0?entry=ttu",547,,
RUBBER MATS,VISTA INDUSTRIES,2.23349,Thiruvarpur,Kerala,9.590674264,76.48753159,"https://www.google.com/maps/dir/9.954641878349866,+76.26784337899058/Vista+Industries,+Kottayam+-+Kumarakom+Rd,+Thiruvarpu,+Kerala+686020/@9.8132831,76.3381819,11.42z/data=!4m11!4m10!1m3!2m2!1d76.2678434!2d9.9546419!1m5!1m1!1s0x3b062b58ec109f03:0x5434a221dfc9aa59!2m2!1d76.4875218!2d9.5906651?entry=ttu""",59.3,,
COCONUTS,VKM EXPRESS GENERAL TRADING(CPC)P.LTD.,2.853,Trivandrum,Kerala,8.735865891,76.83947347,"https://www.google.com/maps/dir/9.95480972624199,+76.26789644916667/Kunnuvila+Veedu,+Kerala+695102,+India/@9.3447099,75.9149106,9z/data=!3m1!4b1!4m11!4m10!1m3!2m2!1d76.2678964!2d9.9548097!1m5!1m1!1s0x3b05c262948fb469:0xc615ae6a426c6cd5!2m2!1d76.8396621!2d8.7361629?hl=en-IN&entry=ttu"")",175,,
SILK GOODS,WADAKKANCHERY SILK GARDEN P.LTD.,1.85375,Wadakkanchery,Kerala,10.65970499,76.24628593,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/Silkgarden,+Wadakanchery+Rd,+Wadakkanchery,+Kerala+680590/@10.2945114,75.9630663,10z/data=!3m1!4b1!4m13!4m12!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m5!1m1!1s0x3ba7e83d0b0c0623:0xbdcf9f0fe3dbe19c!2m2!1d76.2462762!2d10.6597015?entry=ttu",104,,
CHEMICALS,WAFE AUXILIARY CHEMICALS P.LTD.,1.14315,Kadathur,Tamil Nadu,11.16372207,77.05949292,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/5375%2BFQ4+Wafe+Auxiliary+Chemicals+Pvt.+Ltd,+Tamil+Nadu+641107/@10.0574714,76.2955166,10.3z/data=!4m13!4m12!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m5!1m1!1s0x3ba8fbcda29a52d1:0x36af7ec92a278cfd!2m2!1d77.059464!2d11.163643?entry=ttu",220,,
RUBBER MATS,WALLACE LANGFORD & ASSOCIATES,27.44046,Muhamma,Kerala,9.619453235,76.36380057,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/Wallace+Langford+%26+Associates,+Aryakara,+Muhamma,+Kerala+688525/@9.6990294,76.2784294,12.35z/data=!4m13!4m12!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m5!1m1!1s0x3b0887521683878d:0x885d7fffe1b67823!2m2!1d76.363789!2d9.6194408?entry=ttu",44.9,,
COTTON GOODS,WARSAW INTERNATIONAL,1.57459,Tiruppur,Kerala,11.09129652,77.35019391,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/WARSAW+INTERNATIONAL,+Sheriff+Colony+Main+Rd,+Sheriff+Colony+Extension,+Tiruppur,+Tamil+Nadu+641604/@10.6068071,76.3067151,9.56z/data=!4m13!4m12!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m5!1m1!1s0x3ba90794075ce133:0xe650dfc9bad585c6!2m2!1d77.3502106!2d11.0913085?entry=ttu",220,,
PHENOL,WEST COAST POLYMERS P.LTD.,1.57626,Payyanur,Kerala,12.15163567,75.22400838,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/Kankole+via+Payyannur,+Payyanur,+Kerala+670307/@12.1216715,75.227135,13.26z/data=!4m13!4m12!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m5!1m1!1s0x3ba46eea02d6a87f:0xed1c668fd564dd5d!2m2!1d75.2240072!2d12.1516379?entry=ttu",314,,
ROASTED & SALTED CASHEWNUTS,WESTERN INDIA CASHEW CO.,34.00156,SEZ Cochin,Kerala,10.00384324,76.34598241,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/Western+India+Cashew+Company+Pvt+Ltd,+42A,+CSEZ,+Kakkanad,+Kerala+682037/@9.9969173,76.3310485,15.34z/data=!4m13!4m12!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m5!1m1!1s0x3b080d31de745039:0x4b6183a5d3a281d2!2m2!1d76.345933!2d10.003778?entry=ttu",19,,
PLYWOOD,WESTERN INDIA PLYWOODS LTD.,51.87284,Kannothchal,Kerala,11.8835875,75.37382727,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.883629498894159,+75.3739345595152/@10.7974332,75.6725114,9.05z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d75.3739346!2d11.8836295?entry=ttu",276,,
COTTON GOODS,WESTERN TEXTILES,1.07157,"Varam,Kannur",Kerala,11.90139089,75.42525236,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.90132270878158,+75.42531573626756/@11.2533478,74.7501024,8.58z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d75.4253157!2d11.9013227?entry=ttu",277,,
COTTON GOODS,WFB BAIRD & CO.(INDIA)P.LTD.,1.89853,SEZ Cochin,Kerala,10.00380566,76.34276479,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.003823936035758,+76.3427499458906/@9.9674914,76.2717954,13z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3427499!2d10.0038239?entry=ttu",19,,
VALVES,WHALE ENTERPRISES,1.17379,Kalapatti,Tamil Nadu,11.06099918,77.01457305,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.060972423468744,+77.0140722496212/@10.9181474,77.0285859,10.46z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0140722!2d11.0609724?entry=ttu",204,,
COTTON GOODS,WHIPIX FASHION,2.4993,Coimbatore,Tamil Nadu,11.03311409,77.02769352,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.033158648727058,+77.02786068315953/@10.5806772,76.296514,10.04z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.0278607!2d11.0331586?entry=ttu",199,,
EGGS,WHITE TRADING COMPANY,5.41072,"Ramnathapuram,Coimbatore",Tamil Nadu,10.99406202,76.97281614,"https://www.google.com/maps/dir/Willingdon+Island,+Kochi,+Kerala+682003/10.994062015871753,+76.97281614204884/@10.4640412,75.9605704,9z/data=!3m1!4b1!4m12!4m11!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9728161!2d10.994062!3e0!5m1!1e1?entry=ttu",192,,
RUBBER MATS,WILLIAM GOODACRE & SONS INDIA LTD.,125.33296,Alappuzha,Kerala,9.499113598,76.32844184,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.499113598000855,+76.32844184232995/@9.8906281,76.2967453,11.68z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3284418!2d9.4991136?entry=ttu",54,,
WOOLEN CARPETS,WILTON WEAVERS P.LTD.,7.98592,Cherthala,Kerala,9.714330376,76.32567104,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.714330376261454,+76.32567104070363/@9.830995,76.1220999,11z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.325671!2d9.7143304?entry=ttu",30.2,,
COTTON GOODS,WINSOME KNIT GARMENTS,2.82233,Tiruppur,Tamil Nadu,11.07522659,77.36781612,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.075226589803346,+77.36781611785838/@10.5026626,76.1537869,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d77.3678161!2d11.0752266?entry=ttu",236,,
RUBBER MATS,WINTERMATE FIBER P.LTD.,6.2244,Cherthala,Kerala,9.676236497,76.337723,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.676236496604707,+76.33772300279888/@9.8199637,76.1386043,11z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.337723!2d9.6762365?entry=ttu",34.1,,
COCONUTS,WONDER FRESH TRADERS,1.42,Chengannur,Kerala,11.10131363,76.07769178,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.101313631868049,+76.07769178257807/@10.515493,75.4966116,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.0776918!2d11.1013136?entry=ttu",171,,
RUBBER MATS,WORLDWIDE EXPORTS,1.93866,Kochi,Kerala,9.870564093,76.30501323,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.870564093223063,+76.30501323412949/@9.9127175,76.2450805,13z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.3050132!2d9.8705641?entry=ttu",11.4,,
JACK FRUIT CHIPS,WYNAD EXPORTS,7.28258,Kozhencherry,Kerala,9.329214239,76.72684682,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/9.329214238841821,+76.72684681692259/@9.6423361,76.1670236,10z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.7268468!2d9.3292142?entry=ttu",108,,
FOOD STUFFS,YASEEN FOODS,1.4469,Alappuzha,Kerala,9.403255726,76.38409339,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/Kanjipadam+Car+Parking,+C93M%2B8P8,+Vandanam+Kanjipadam+North+Rd,+Neerkunnam,+Vandanam,+Kerala+688005/@9.6861085,76.2076845,11z/data=!4m13!4m12!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m5!1m1!1s0x3b089c67abd15f2d:0xa724947c22f0cfb5!2m2!1d76.3843208!2d9.4032955?entry=ttu",70.2,,
FISH MEAL,YASHASWI FISHMEAL AND OIL COMPANY,8,Udupi ,Karnataka,13.29030043,74.73066665,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/13.290300427864262,+74.73066664711847/@11.6157726,74.2351756,8z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d74.7306666!2d13.2903004?entry=ttu",467,,
COCONUTS,YEM YEM IMPEX,1.1255,Kottakkal,Kerala,10.99592882,75.96083126,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/10.995928817035894,+75.9608312597318/@10.4465385,75.6952066,9.26z/data=!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d75.9608313!2d10.9959288?entry=ttu",151,,
TEA,YOUNG TEA P.LTD.,7.54839,Coimbatore ,Tamil Nadu,11.09255332,76.9374877,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/11.092553318892568,+76.93748769508002/@10.5116764,75.9400845,9z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d76.9374877!2d11.0925533?entry=ttu",199,,
COTTON GARMENTS,YUNUS IMPEX,1.36667,Chennai,Tamil nadu,13.09274024,80.28855965,"https://www.google.com/maps/dir/Cochin+Port,+Willingdon+Island,+Kochi,+Kerala/13.092740239732242,+80.2885596534936/@11.5264481,76.9256729,8z/data=!3m1!4b1!4m11!4m10!1m5!1m1!1s0x3b086d595c8ae7bd:0x417a773c5c709a9d!2m2!1d76.2678251!2d9.9546345!1m3!2m2!1d80.2885597!2d13.0927402?entry=ttu",695,,
